fichier,résultat
CdS-b1-07k8,positif
CdS-b1-07kf,négatif
CdS-b1-07j0,positif
CdS-b1-07j3,positif
CdS-b1-07j8,positif
CdS-b1-07lc,négatif
CdS-b1-07kv,positif
CdS-b1-07kx,positif
CdS-b1-07kq,neutral
CdS-b1-07le,neutral
CdS-b1-07kk,positif
CdS-b1-07l9,neutral
CdS-b1-07lj,neutral
CdS-b1-07l2,neutral
CdS-b1-07mq,neutral
CdS-b1-07ms,positif
CdS-b1-07lx,neutral
CdS-b1-07m2,neutral
CdS-b1-07m9,positif
CdS-b1-07lv,positif
CdS-b1-07me,neutral
CdS-b1-07lq,positif
CdS-b1-07mx,négatif
CdS-b1-07ml,négatif
CdS-b1-07nr,neutral
CdS-b1-07nt,neutral
CdS-b1-07n6,négatif
CdS-b1-07n8,positif
CdS-b1-07ob,positif
CdS-b1-07od,neutral
CdS-b1-07oi,négatif
CdS-b1-07nm,neutral
CdS-b1-07ni,neutral
CdS-b1-07ny,neutral
CdS-b1-07o6,positif
CdS-b1-07nd,positif
CdS-b1-07py,positif
CdS-b1-07pu,positif
CdS-b1-07op,positif
CdS-b1-07p4,neutral
CdS-b1-07q0,positif
CdS-b1-07ou,positif
CdS-b1-07qh,positif
CdS-b1-07qc,neutral
CdS-b1-07q5,négatif
CdS-b1-07rr,positif
CdS-b1-07rt,positif
CdS-b1-07r8,positif
CdS-b1-07ra,neutral
CdS-b1-07ry,positif
CdS-b1-07rm,positif
CdS-b1-07r3,positif
CdS-b1-07qk,positif
CdS-b1-07qw,positif
CdS-b1-07rf,négatif
CdS-b1-07qp,positif
CdS-b1-07sh,positif
CdS-b1-07sm,négatif
CdS-b1-07s5,positif
CdS-b1-07t0,négatif
CdS-b1-07so,positif
CdS-b1-07t5,neutral
CdS-b1-07t8,positif
CdS-b1-07td,positif
CdS-b1-07sa,positif
CdS-b1-07tk,négatif
CdS-b1-07st,positif
CdS-b1-07tp,positif
CdS-b1-07tr,positif
CdS-b1-07u8,positif
CdS-b1-07uf,neutral
CdS-b1-07v5,positif
CdS-b1-07va,neutral
CdS-b1-07uk,positif
CdS-b1-07um,positif
CdS-b1-07tw,positif
CdS-b1-07v3,négatif
CdS-b1-07uy,positif
CdS-b1-07ur,positif
CdS-b1-07vy,négatif
CdS-b1-07w1,positif
CdS-b1-07vh,positif
CdS-b1-07ww,neutral
CdS-b1-07wp,positif
CdS-b1-07vt,positif
CdS-b1-07vm,neutral
CdS-b1-07wk,négatif
CdS-b1-07w6,neutral
CdS-b1-07wd,négatif
CdS-b1-07wi,neutral
CdS-b1-07x1,positif
CdS-b1-07x3,positif
CdS-b1-07ya,négatif
CdS-b1-07yf,neutral
CdS-b1-07y3,positif
CdS-b1-07xk,positif
CdS-b1-07xr,neutral
CdS-b1-07x8,positif
CdS-b1-07xf,neutral
CdS-b1-07xw,neutral
CdS-b1-07xy,positif
CdS-b1-07zl,positif
CdS-b1-07yv,positif
CdS-b1-07yx,neutral
CdS-b1-07yh,neutral
CdS-b1-07yk,neutral
CdS-b1-07ze,négatif
CdS-b1-07zs,négatif
CdS-b1-07z9,négatif
CdS-b1-07zx,positif
CdS-b1-07yq,positif
CdS-b1-07z2,négatif
CdS-b1-0815,positif
CdS-b1-080g,positif
CdS-b1-0813,négatif
CdS-b1-0804,positif
CdS-b1-080r,négatif
CdS-b1-080y,positif
CdS-b1-0826,négatif
CdS-b1-0828,négatif
CdS-b1-082k,négatif
CdS-b1-081u,positif
CdS-b1-082p,positif
CdS-b1-081i,négatif
CdS-b1-082w,négatif
CdS-b1-083f,positif
CdS-b1-083r,positif
CdS-b1-083y,positif
CdS-b1-083m,négatif
CdS-b1-0843,neutral
CdS-b1-083k,positif
CdS-b1-0838,positif
CdS-b1-084i,négatif
CdS-b1-084z,positif
CdS-b1-0851,négatif
CdS-b1-084b,négatif
CdS-b1-084n,négatif
CdS-b1-0856,positif
CdS-b1-0846,négatif
CdS-b1-085d,négatif
CdS-b1-084u,négatif
CdS-b1-085i,positif
CdS-b1-085w,négatif
CdS-b1-086d,positif
CdS-b1-086f,négatif
CdS-b1-086w,négatif
CdS-b1-086z,positif
CdS-b1-085k,négatif
CdS-b1-0861,négatif
CdS-b1-085p,négatif
CdS-b1-086r,négatif
CdS-b1-0868,positif
CdS-b1-086k,positif
CdS-b1-088b,positif
CdS-b1-088d,positif
CdS-b1-087g,positif
CdS-b1-087i,neutral
CdS-b1-0886,positif
CdS-b1-087z,positif
CdS-b1-0874,positif
CdS-b1-088i,positif
CdS-b1-087u,négatif
CdS-b1-087b,négatif
CdS-b1-087n,positif
CdS-b1-089v,positif
CdS-b1-088p,neutral
CdS-b1-089d,positif
CdS-b1-088u,positif
CdS-b1-089k,neutral
CdS-b1-088w,négatif
CdS-b1-0898,négatif
CdS-b1-0891,négatif
CdS-b1-089p,neutral
CdS-b1-089q,positif
CdS-b1-08b2,positif
CdS-b1-08b4,positif
CdS-b1-08ae,positif
CdS-b1-08a2,positif
CdS-b1-08ax,positif
CdS-b1-08a7,positif
CdS-b1-08b9,positif
CdS-b1-08bj,positif
CdS-b1-08aj,neutral
CdS-b1-08al,neutral
CdS-b1-08aq,neutral
CdS-b1-08cg,positif
CdS-b1-08c8,positif
CdS-b1-08cr,négatif
CdS-b1-08cl,positif
CdS-b1-08bx,neutral
CdS-b1-08c2,neutral
CdS-b1-08cd,négatif
CdS-b1-08bv,négatif
CdS-b1-08bq,positif
CdS-b1-08cy,négatif
CdS-b1-08d3,neutral
CdS-b1-08dx,positif
CdS-b1-08e9,positif
CdS-b1-08da,neutral
CdS-b1-08ds,négatif
CdS-b1-08e4,neutral
CdS-b1-08eg,positif
CdS-b1-08es,positif
CdS-b1-08en,positif
CdS-b1-08eb,positif
CdS-b1-08fx,neutral
CdS-b1-08gs,négatif
CdS-b1-08gu,positif
CdS-b1-08fs,positif
CdS-b1-08gn,positif
CdS-b1-08gb,négatif
CdS-b1-08g4,positif
CdS-b1-08gg,neutral
CdS-b1-08i0,neutral
CdS-b1-08hb,positif
CdS-b1-08ih,neutral
CdS-b1-08ij,neutral
CdS-b1-08hi,neutral
CdS-b1-08ic,positif
CdS-b1-08hq,positif
CdS-b1-08io,neutral
CdS-b1-08i5,négatif
CdS-b1-08j0,positif
CdS-b1-08j2,neutral
CdS-b1-08j7,neutral
CdS-b1-08iv,positif
CdS-b1-08jy,positif
CdS-b1-08k0,positif
CdS-b1-02vf,neutral
CdS-b1-00pl,positif
CdS-b1-01gr,neutral
CdS-b1-01zs,positif
CdS-b1-01zz,positif
CdS-b1-0298,négatif
CdS-b1-027j,négatif
CdS-b1-028e,neutral
CdS-b1-02km,neutral
CdS-b1-04o0,neutral
CdS-b1-04oh,négatif
CdS-b1-05q1,positif
CdS-b1-05r3,neutral
CdS-b1-05ui,neutral
CdS-b1-06hn,négatif
CdS-b1-06i2,positif
CdS-b1-06i7,positif
CdS-b1-06il,neutral
CdS-b1-06j7,positif
CdS-b1-06je,neutral
CdS-b1-06g8,positif
CdS-b1-06gk,neutral
CdS-b1-06gp,négatif
CdS-b1-06gr,positif
CdS-b1-06l3,positif
CdS-b1-06ez,négatif
CdS-b1-06g1,négatif
CdS-b1-06lr,négatif
CdS-b1-06lt,positif
CdS-b1-06ly,négatif
CdS-b1-06n5,positif
CdS-b1-06nb,positif
CdS-b1-06nj,positif
CdS-b1-06rs,négatif
CdS-b1-06sh,positif
CdS-b1-06sm,neutral
CdS-b1-06sy,positif
CdS-b1-06sz,négatif
CdS-b1-06t4,neutral
CdS-b1-06xg,négatif
CdS-b1-07ds,positif
CdS-b1-07g3,neutral
CdS-b1-07g4,négatif
CdS-b1-07g9,négatif
CdS-b1-07om,négatif
CdS-b1-07ks,neutral
CdS-b1-07p1,positif
CdS-b1-07p6,négatif
CdS-b1-07pd,positif
CdS-b1-07pp,positif
CdS-b1-07pr,positif
CdS-b1-000d,négatif
CdS-b1-002f,positif
CdS-b1-0058,négatif
CdS-b1-00f4,positif
CdS-b1-00f2,neutral
CdS-b1-00kg,positif
CdS-b1-00l4,neutral
CdS-b1-00oe,positif
CdS-b1-00p9,positif
CdS-b1-00o0,neutral
CdS-b1-00pe,positif
CdS-b1-00t0,positif
CdS-b1-00uh,neutral
CdS-b1-0160,positif
CdS-b1-01a7,positif
CdS-b1-01aj,neutral
CdS-b1-01bl,positif
CdS-b1-01b2,neutral
CdS-b1-01dj,positif
CdS-b1-01cr,positif
CdS-b1-01cf,positif
CdS-b1-01gb,neutral
CdS-b1-01hj,positif
CdS-b1-01i9,neutral
CdS-b1-01qz,neutral
CdS-b1-01v9,positif
CdS-b1-01un,neutral
CdS-b1-01v2,négatif
CdS-b1-01ve,positif
CdS-b1-01w2,positif
CdS-b1-01w4,positif
CdS-b1-01wg,négatif
CdS-b1-01wl,neutral
CdS-b1-01ws,positif
CdS-b1-01vl,négatif
CdS-b1-01wn,négatif
CdS-b1-01vq,positif
CdS-b1-01vx,neutral
CdS-b1-01w9,neutral
CdS-b1-01xg,neutral
CdS-b1-01xi,neutral
CdS-b1-01y0,positif
CdS-b1-01y2,positif
CdS-b1-01xv,positif
CdS-b1-01xb,neutral
CdS-b1-01y7,positif
CdS-b1-01wz,neutral
CdS-b1-01x4,neutral
CdS-b1-01xn,neutral
CdS-b1-01ye,négatif
CdS-b1-01ze,neutral
CdS-b1-01zg,positif
CdS-b1-01z9,neutral
CdS-b1-01zl,négatif
CdS-b1-01zx,positif
CdS-b1-01yq,négatif
CdS-b1-01yl,négatif
CdS-b1-01yj,neutral
CdS-b1-01z2,neutral
CdS-b1-01yx,négatif
CdS-b1-021c,négatif
CdS-b1-0210,neutral
CdS-b1-020j,négatif
CdS-b1-020v,positif
CdS-b1-020b,positif
CdS-b1-0217,positif
CdS-b1-020g,positif
CdS-b1-0204,positif
CdS-b1-020o,positif
CdS-b1-021v,positif
CdS-b1-021x,négatif
CdS-b1-021j,positif
CdS-b1-0229,positif
CdS-b1-022q,positif
CdS-b1-022e,neutral
CdS-b1-022l,positif
CdS-b1-021e,neutral
CdS-b1-0222,positif
CdS-b1-021q,négatif
CdS-b1-023t,positif
CdS-b1-022s,négatif
CdS-b1-023h,neutral
CdS-b1-023o,positif
CdS-b1-023v,neutral
CdS-b1-022x,positif
CdS-b1-023c,neutral
CdS-b1-0234,négatif
CdS-b1-0239,positif
CdS-b1-0257,neutral
CdS-b1-0259,positif
CdS-b1-025e,positif
CdS-b1-024v,positif
CdS-b1-024q,négatif
CdS-b1-024c,négatif
CdS-b1-0240,positif
CdS-b1-0247,neutral
CdS-b1-0252,neutral
CdS-b1-0262,positif
CdS-b1-026o,positif
CdS-b1-025q,positif
CdS-b1-0265,positif
CdS-b1-026h,positif
CdS-b1-025l,positif
CdS-b1-025x,positif
CdS-b1-026m,positif
CdS-b1-026a,positif
CdS-b1-0270,négatif
CdS-b1-028j,positif
CdS-b1-027o,négatif
CdS-b1-026t,positif
CdS-b1-0280,positif
CdS-b1-0282,négatif
CdS-b1-0275,négatif
CdS-b1-028q,neutral
CdS-b1-027v,positif
CdS-b1-0287,négatif
CdS-b1-02a8,neutral
CdS-b1-02aa,neutral
CdS-b1-028w,neutral
CdS-b1-02af,positif
CdS-b1-029d,neutral
CdS-b1-029f,positif
CdS-b1-0291,négatif
CdS-b1-029r,neutral
CdS-b1-029k,positif
CdS-b1-029w,positif
CdS-b1-02ar,négatif
CdS-b1-02at,positif
CdS-b1-02ay,positif
CdS-b1-02am,positif
CdS-b1-02bm,positif
CdS-b1-02b5,neutral
CdS-b1-02bp,neutral
CdS-b1-02ba,neutral
CdS-b1-02bh,positif
CdS-b1-02bu,négatif
CdS-b1-02c6,négatif
CdS-b1-02c8,neutral
CdS-b1-02c1,neutral
CdS-b1-02cp,positif
CdS-b1-02cr,neutral
CdS-b1-02cd,positif
CdS-b1-02cw,négatif
CdS-b1-02ck,neutral
CdS-b1-02d7,neutral
CdS-b1-02de,positif
CdS-b1-02em,négatif
CdS-b1-02eo,neutral
CdS-b1-02e4,négatif
CdS-b1-02dl,négatif
CdS-b1-02e2,neutral
CdS-b1-02dj,positif
CdS-b1-02e9,positif
CdS-b1-02dx,neutral
CdS-b1-02dq,neutral
CdS-b1-02eh,positif
CdS-b1-02fh,positif
CdS-b1-02fj,négatif
CdS-b1-02fo,positif
CdS-b1-02fv,négatif
CdS-b1-02et,positif
CdS-b1-02f0,positif
CdS-b1-02f5,neutral
CdS-b1-02fc,positif
CdS-b1-02g0,neutral
CdS-b1-02g2,neutral
CdS-b1-02gq,neutral
CdS-b1-02gv,négatif
CdS-b1-02gx,neutral
CdS-b1-02gj,neutral
CdS-b1-02ge,neutral
CdS-b1-02g7,neutral
CdS-b1-02ih,positif
CdS-b1-02kr,positif
CdS-b1-02kt,positif
CdS-b1-02ka,négatif
CdS-b1-02k3,négatif
CdS-b1-02jv,neutral
CdS-b1-02jy,négatif
CdS-b1-02jq,positif
CdS-b1-02kf,négatif
CdS-b1-02jj,négatif
CdS-b1-02la,neutral
CdS-b1-02lc,neutral
CdS-b1-02lo,négatif
CdS-b1-02lh,neutral
CdS-b1-02m7,neutral
CdS-b1-02ky,négatif
CdS-b1-02mc,positif
CdS-b1-02l5,positif
CdS-b1-02m0,neutral
CdS-b1-02m5,positif
CdS-b1-02lt,positif
CdS-b1-02mn,neutral
CdS-b1-02mq,neutral
CdS-b1-02n7,neutral
CdS-b1-02n9,positif
CdS-b1-02mi,neutral
CdS-b1-02nx,neutral
CdS-b1-02ne,positif
CdS-b1-02n2,négatif
CdS-b1-02nl,positif
CdS-b1-02mv,neutral
CdS-b1-02nq,neutral
CdS-b1-02ol,positif
CdS-b1-02on,positif
CdS-b1-02og,neutral
CdS-b1-02pb,positif
CdS-b1-02oz,positif
CdS-b1-02os,positif
CdS-b1-02o9,positif
CdS-b1-02p4,neutral
CdS-b1-02o2,négatif
CdS-b1-02o4,neutral
CdS-b1-02po,négatif
CdS-b1-02pv,positif
CdS-b1-02qq,positif
CdS-b1-02qj,positif
CdS-b1-02ql,positif
CdS-b1-02pg,négatif
CdS-b1-02pj,positif
CdS-b1-02qe,positif
CdS-b1-02qx,neutral
CdS-b1-02r2,positif
CdS-b1-02q0,positif
CdS-b1-02q2,neutral
CdS-b1-02q7,positif
CdS-b1-02rz,positif
CdS-b1-02s4,négatif
CdS-b1-02rx,neutral
CdS-b1-02sh,négatif
CdS-b1-02sj,neutral
CdS-b1-02rs,positif
CdS-b1-02re,neutral
CdS-b1-02rg,positif
CdS-b1-02rl,négatif
CdS-b1-02so,positif
CdS-b1-02sc,positif
CdS-b1-02r9,positif
CdS-b1-02tv,positif
CdS-b1-02tx,neutral
CdS-b1-02u2,négatif
CdS-b1-02tc,neutral
CdS-b1-02te,négatif
CdS-b1-02tq,neutral
CdS-b1-02t0,positif
CdS-b1-02sv,positif
CdS-b1-02u9,neutral
CdS-b1-02tj,neutral
CdS-b1-02t7,neutral
CdS-b1-02va,positif
CdS-b1-02vc,positif
CdS-b1-02us,positif
CdS-b1-02ux,neutral
CdS-b1-02v5,neutral
CdS-b1-02ul,neutral
CdS-b1-02vh,neutral
CdS-b1-02uq,positif
CdS-b1-02ue,positif
CdS-b1-02wq,positif
CdS-b1-02z3,positif
CdS-b1-0300,positif
CdS-b1-030c,positif
CdS-b1-031g,positif
CdS-b1-0324,positif
CdS-b1-0326,négatif
CdS-b1-032n,positif
CdS-b1-032i,positif
CdS-b1-0339,positif
CdS-b1-032u,positif
CdS-b1-033x,négatif
CdS-b1-0342,positif
CdS-b1-0344,positif
CdS-b1-033q,négatif
CdS-b1-034k,neutral
CdS-b1-034m,neutral
CdS-b1-034r,positif
CdS-b1-0353,neutral
CdS-b1-035h,neutral
CdS-b1-035a,négatif
CdS-b1-034y,neutral
CdS-b1-034g,positif
CdS-b1-035f,neutral
CdS-b1-0349,neutral
CdS-b1-036d,négatif
CdS-b1-036p,neutral
CdS-b1-0366,positif
CdS-b1-036i,positif
CdS-b1-036k,positif
CdS-b1-035m,neutral
CdS-b1-0361,neutral
CdS-b1-035y,neutral
CdS-b1-035t,positif
CdS-b1-036w,positif
CdS-b1-037d,neutral
CdS-b1-037w,neutral
CdS-b1-037y,négatif
CdS-b1-038a,positif
CdS-b1-037f,positif
CdS-b1-037k,neutral
CdS-b1-0383,négatif
CdS-b1-037r,positif
CdS-b1-039b,neutral
CdS-b1-038f,neutral
CdS-b1-038m,positif
CdS-b1-038u,positif
CdS-b1-0396,neutral
CdS-b1-038r,positif
CdS-b1-038z,négatif
CdS-b1-039i,positif
CdS-b1-039d,neutral
CdS-b1-039p,négatif
CdS-b1-03aw,positif
CdS-b1-03ap,négatif
CdS-b1-03ar,négatif
CdS-b1-03a1,neutral
CdS-b1-039u,neutral
CdS-b1-039w,positif
CdS-b1-03ak,positif
CdS-b1-03a8,positif
CdS-b1-03b3,neutral
CdS-b1-03ad,positif
CdS-b1-03b8,neutral
CdS-b1-03ba,neutral
CdS-b1-03c6,positif
CdS-b1-03bs,positif
CdS-b1-03cn,positif
CdS-b1-03cp,positif
CdS-b1-03bf,positif
CdS-b1-03bu,positif
CdS-b1-03cb,positif
CdS-b1-03ci,positif
CdS-b1-03e1,positif
CdS-b1-03e3,positif
CdS-b1-03cu,positif
CdS-b1-03dp,positif
CdS-b1-03d6,neutral
CdS-b1-03d8,positif
CdS-b1-03dk,positif
CdS-b1-03e8,négatif
CdS-b1-03d1,positif
CdS-b1-03dd,neutral
CdS-b1-03dw,neutral
CdS-b1-03el,positif
CdS-b1-03es,négatif
CdS-b1-03eg,positif
CdS-b1-03f4,négatif
CdS-b1-03f6,positif
CdS-b1-03fi,neutral
CdS-b1-03fn,neutral
CdS-b1-03en,positif
CdS-b1-03ez,positif
CdS-b1-03fb,positif
CdS-b1-03g1,neutral
CdS-b1-03g6,positif
CdS-b1-03h1,négatif
CdS-b1-03gp,positif
CdS-b1-03fu,négatif
CdS-b1-03fz,négatif
CdS-b1-03hl,positif
CdS-b1-03hx,négatif
CdS-b1-03hz,positif
CdS-b1-03i4,positif
CdS-b1-03ju,positif
CdS-b1-03k2,positif
CdS-b1-03k9,positif
CdS-b1-03ji,neutral
CdS-b1-03lb,positif
CdS-b1-03lz,neutral
CdS-b1-03n7,positif
CdS-b1-03n9,positif
CdS-b1-03n2,positif
CdS-b1-03mn,positif
CdS-b1-03mv,positif
CdS-b1-03nl,positif
CdS-b1-03mq,positif
CdS-b1-03nq,neutral
CdS-b1-03ns,neutral
CdS-b1-03ne,neutral
CdS-b1-03o9,positif
CdS-b1-03og,positif
CdS-b1-03p4,neutral
CdS-b1-03p6,positif
CdS-b1-03ol,négatif
CdS-b1-03on,positif
CdS-b1-03nx,positif
CdS-b1-03o4,positif
CdS-b1-03os,positif
CdS-b1-03pb,neutral
CdS-b1-03oz,positif
CdS-b1-03pj,neutral
CdS-b1-03qj,positif
CdS-b1-03ql,positif
CdS-b1-03r2,neutral
CdS-b1-03r4,négatif
CdS-b1-03qe,positif
CdS-b1-03po,neutral
CdS-b1-03pq,négatif
CdS-b1-03pv,positif
CdS-b1-03qx,positif
CdS-b1-03q2,positif
CdS-b1-03q7,neutral
CdS-b1-03rx,négatif
CdS-b1-03rz,neutral
CdS-b1-03s4,positif
CdS-b1-03rl,positif
CdS-b1-03rg,positif
CdS-b1-03rs,positif
CdS-b1-03sm,positif
CdS-b1-03sf,neutral
CdS-b1-03sa,neutral
CdS-b1-03to,positif
CdS-b1-03u5,positif
CdS-b1-03u7,neutral
CdS-b1-03sr,neutral
CdS-b1-03st,négatif
CdS-b1-03ta,neutral
CdS-b1-03t5,positif
CdS-b1-03u0,positif
CdS-b1-03sy,positif
CdS-b1-03th,positif
CdS-b1-03va,neutral
CdS-b1-03uq,positif
CdS-b1-03uj,positif
CdS-b1-03vr,négatif
CdS-b1-03uc,positif
CdS-b1-03vm,positif
CdS-b1-03x0,négatif
CdS-b1-03w3,positif
CdS-b1-03w5,positif
CdS-b1-03x5,neutral
CdS-b1-03wm,positif
CdS-b1-03wo,négatif
CdS-b1-03wt,neutral
CdS-b1-03wh,positif
CdS-b1-03wa,neutral
CdS-b1-03vy,neutral
CdS-b1-03xc,neutral
CdS-b1-03xh,neutral
CdS-b1-03xj,neutral
CdS-b1-03xo,neutral
CdS-b1-03y1,positif
CdS-b1-03y3,positif
CdS-b1-03xw,positif
CdS-b1-03yk,neutral
CdS-b1-03ym,neutral
CdS-b1-03y8,neutral
CdS-b1-03yr,neutral
CdS-b1-03yf,positif
CdS-b1-03zf,neutral
CdS-b1-03zh,positif
CdS-b1-0405,positif
CdS-b1-03zy,positif
CdS-b1-0400,neutral
CdS-b1-03za,positif
CdS-b1-03z3,positif
CdS-b1-040c,positif
CdS-b1-03zm,négatif
CdS-b1-03yy,négatif
CdS-b1-03zt,positif
CdS-b1-041w,positif
CdS-b1-041y,positif
CdS-b1-040h,neutral
CdS-b1-041d,positif
CdS-b1-0411,positif
CdS-b1-0418,négatif
CdS-b1-040p,positif
CdS-b1-041k,neutral
CdS-b1-041r,positif
CdS-b1-040w,négatif
CdS-b1-042f,positif
CdS-b1-042r,positif
CdS-b1-042t,positif
CdS-b1-042m,positif
CdS-b1-042a,positif
CdS-b1-0423,positif
CdS-b1-0434,positif
CdS-b1-0439,négatif
CdS-b1-042x,positif
CdS-b1-0447,neutral
CdS-b1-043t,neutral
CdS-b1-043v,positif
CdS-b1-043h,neutral
CdS-b1-044o,neutral
CdS-b1-0440,positif
CdS-b1-043c,positif
CdS-b1-043o,positif
CdS-b1-044c,positif
CdS-b1-044j,neutral
CdS-b1-045q,positif
CdS-b1-045e,négatif
CdS-b1-045l,négatif
CdS-b1-045x,neutral
CdS-b1-0462,négatif
CdS-b1-0465,positif
CdS-b1-0457,neutral
CdS-b1-0459,neutral
CdS-b1-0452,positif
CdS-b1-044q,positif
CdS-b1-0475,positif
CdS-b1-047j,positif
CdS-b1-047o,neutral
CdS-b1-046o,positif
CdS-b1-046t,positif
CdS-b1-047v,positif
CdS-b1-0480,positif
CdS-b1-046h,positif
CdS-b1-047c,positif
CdS-b1-046a,négatif
CdS-b1-0470,positif
CdS-b1-048q,positif
CdS-b1-0495,négatif
CdS-b1-048j,neutral
CdS-b1-048l,positif
CdS-b1-048y,négatif
CdS-b1-0487,neutral
CdS-b1-048e,neutral
CdS-b1-0482,positif
CdS-b1-049h,positif
CdS-b1-049y,neutral
CdS-b1-04a0,positif
CdS-b1-04a5,neutral
CdS-b1-04af,positif
CdS-b1-04ac,positif
CdS-b1-049a,positif
CdS-b1-04ah,positif
CdS-b1-049t,positif
CdS-b1-04bc,positif
CdS-b1-04bh,positif
CdS-b1-04ba,positif
CdS-b1-04bp,positif
CdS-b1-04bu,positif
CdS-b1-04bw,positif
CdS-b1-04b5,positif
CdS-b1-04am,positif
CdS-b1-04ay,positif
CdS-b1-04at,positif
CdS-b1-04cf,positif
CdS-b1-04ck,positif
CdS-b1-04d8,négatif
CdS-b1-04da,positif
CdS-b1-04cd,positif
CdS-b1-04cw,positif
CdS-b1-04cr,neutral
CdS-b1-04d3,positif
CdS-b1-04c1,positif
CdS-b1-04c8,positif
CdS-b1-04dq,positif
CdS-b1-04ds,négatif
CdS-b1-04eg,négatif
CdS-b1-04e8,positif
CdS-b1-04en,négatif
CdS-b1-04e3,positif
CdS-b1-04dw,positif
CdS-b1-04dm,positif
CdS-b1-04eb,positif
CdS-b1-04df,positif
CdS-b1-04f6,positif
CdS-b1-04ez,neutral
CdS-b1-04es,neutral
CdS-b1-04f4,positif
CdS-b1-04fn,positif
CdS-b1-04fu,positif
CdS-b1-04fb,neutral
CdS-b1-04fp,neutral
CdS-b1-04fi,neutral
CdS-b1-04g1,positif
CdS-b1-04g6,positif
CdS-b1-04hs,neutral
CdS-b1-04ll,négatif
CdS-b1-04m4,négatif
CdS-b1-04mt,positif
CdS-b1-04lq,négatif
CdS-b1-04mg,négatif
CdS-b1-04ml,négatif
CdS-b1-04mo,positif
CdS-b1-04lx,positif
CdS-b1-04nc,positif
CdS-b1-04nj,positif
CdS-b1-04nn,négatif
CdS-b1-04o5,neutral
CdS-b1-04ny,positif
CdS-b1-04nu,positif
CdS-b1-04p4,négatif
CdS-b1-04ph,neutral
CdS-b1-04sc,positif
CdS-b1-04sh,négatif
CdS-b1-04st,neutral
CdS-b1-04so,positif
CdS-b1-04sa,neutral
CdS-b1-04t0,positif
CdS-b1-04s5,positif
CdS-b1-04t5,positif
CdS-b1-04u2,négatif
CdS-b1-04u7,neutral
CdS-b1-04t7,neutral
CdS-b1-04tq,neutral
CdS-b1-04tc,positif
CdS-b1-04tv,positif
CdS-b1-04tj,neutral
CdS-b1-04va,positif
CdS-b1-04w0,neutral
CdS-b1-04vm,positif
CdS-b1-04vo,négatif
CdS-b1-04v3,neutral
CdS-b1-04vt,neutral
CdS-b1-04wj,positif
CdS-b1-04xe,positif
CdS-b1-04x0,neutral
CdS-b1-04x7,positif
CdS-b1-04w5,neutral
CdS-b1-04wc,neutral
CdS-b1-04wo,neutral
CdS-b1-04ye,négatif
CdS-b1-04yg,positif
CdS-b1-04yx,positif
CdS-b1-04yz,négatif
CdS-b1-04yl,positif
CdS-b1-04y9,positif
CdS-b1-04ys,positif
CdS-b1-04xx,neutral
CdS-b1-04y2,positif
CdS-b1-0506,positif
CdS-b1-04zn,négatif
CdS-b1-04z4,neutral
CdS-b1-04zz,négatif
CdS-b1-04zu,neutral
CdS-b1-04zs,positif
CdS-b1-04zg,positif
CdS-b1-04zb,positif
CdS-b1-050b,positif
CdS-b1-0518,neutral
CdS-b1-051d,négatif
CdS-b1-050e,positif
CdS-b1-0529,positif
CdS-b1-0522,neutral
CdS-b1-052x,positif
CdS-b1-052q,neutral
CdS-b1-051v,positif
CdS-b1-054c,neutral
CdS-b1-0547,neutral
CdS-b1-053m,neutral
CdS-b1-053o,positif
CdS-b1-053a,neutral
CdS-b1-055c,positif
CdS-b1-054n,positif
CdS-b1-055v,positif
CdS-b1-0562,positif
CdS-b1-056x,positif
CdS-b1-056q,positif
CdS-b1-056e,neutral
CdS-b1-057e,positif
CdS-b1-056j,positif
CdS-b1-0567,négatif
CdS-b1-0579,négatif
CdS-b1-058g,neutral
CdS-b1-0584,négatif
CdS-b1-057s,positif
CdS-b1-058r,neutral
CdS-b1-05a7,neutral
CdS-b1-05aq,neutral
CdS-b1-05bw,négatif
CdS-b1-05cy,positif
CdS-b1-05df,positif
CdS-b1-05da,neutral
CdS-b1-05ev,positif
CdS-b1-05f0,neutral
CdS-b1-05ea,positif
CdS-b1-05gx,positif
CdS-b1-05h4,positif
CdS-b1-05i6,positif
CdS-b1-05hl,neutral
CdS-b1-05hn,positif
CdS-b1-05hs,positif
CdS-b1-05h9,neutral
CdS-b1-05hz,neutral
CdS-b1-05jx,positif
CdS-b1-05ji,neutral
CdS-b1-05kx,positif
CdS-b1-05kz,positif
CdS-b1-05k9,positif
CdS-b1-05k2,positif
CdS-b1-05lb,positif
CdS-b1-05l4,positif
CdS-b1-05lz,positif
CdS-b1-05m6,positif
CdS-b1-05lg,neutral
CdS-b1-05mb,positif
CdS-b1-05ln,positif
CdS-b1-05me,positif
CdS-b1-05n9,négatif
CdS-b1-05mq,neutral
CdS-b1-05mv,négatif
CdS-b1-05n2,neutral
CdS-b1-05ne,neutral
CdS-b1-05ng,positif
CdS-b1-05nx,positif
CdS-b1-05o4,positif
CdS-b1-05ns,négatif
CdS-b1-05nl,positif
CdS-b1-05o9,neutral
CdS-b1-05ob,positif
CdS-b1-05on,négatif
CdS-b1-05os,neutral
CdS-b1-05oz,positif
CdS-b1-05pc,négatif
CdS-b1-05ou,positif
CdS-b1-05rk,neutral
CdS-b1-05rm,positif
CdS-b1-05q6,positif
CdS-b1-05pv,positif
